Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-07-14 00:00:00+09:00,116.0,117.0,115.0,116.0,53800,0.0,0.0
2014-07-15 00:00:00+09:00,40.41669845581055,40.66669845581055,40.0,40.0,354212,0.0,0.0
2014-07-16 00:00:00+09:00,118.0,118.0,117.0,117.0,14200,0.0,0.0
2014-07-17 00:00:00+09:00,119.0,119.0,116.0,116.0,37500,0.0,0.0
2014-07-18 00:00:00+09:00,115.0,116.0,113.0,116.0,37200,0.0,0.0
2014-07-22 00:00:00+09:00,41.25,42.29169845581055,41.0,41.16669845581055,3046663,0.0,0.0
2014-07-23 00:00:00+09:00,41.5,42.91669845581055,41.25,42.29169845581055,3060084,0.0,0.0
2014-07-24 00:00:00+09:00,42.5,44.16669845581055,41.875,43.95830154418945,2935854,0.0,0.0
2014-07-25 00:00:00+09:00,120.0,121.0,118.0,119.0,111000,0.0,0.0
2014-07-28 00:00:00+09:00,118.0,119.0,117.0,119.0,26200,0.0,0.0
2014-07-29 00:00:00+09:00,43.95830154418945,43.95830154418945,43.95830154418945,43.95830154418945,0,0.0,0.0
2014-07-30 00:00:00+09:00,42.5,44.16669845581055,41.875,43.95830154418945,2935854,0.0,0.0
2014-07-31 00:00:00+09:00,118.0,119.0,118.0,118.0,37400,0.0,0.0
2014-08-01 00:00:00+09:00,118.0,118.0,117.0,117.0,22600,0.0,0.0
2014-08-04 00:00:00+09:00,44.58330154418945,44.79169845581055,43.75,44.16669845581055,677303,0.0,0.0
2014-08-05 00:00:00+09:00,43.95830154418945,44.58330154418945,43.75,44.58330154418945,1010796,0.0,0.0
2014-08-06 00:00:00+09:00,44.16669845581055,46.04169845581055,43.95830154418945,46.04169845581055,1426279,0.0,0.0
2014-08-07 00:00:00+09:00,114.0,116.0,114.0,115.0,47700,0.0,0.0
2014-08-08 00:00:00+09:00,115.0,117.0,112.0,115.0,67500,0.0,0.0
2014-08-11 00:00:00+09:00,45.625,46.25,45.20830154418945,45.20830154418945,543962,0.0,0.0
2014-08-12 00:00:00+09:00,119.0,119.0,114.0,115.0,24700,0.0,0.0
2014-08-13 00:00:00+09:00,115.0,117.0,115.0,115.0,37000,0.0,0.0
2014-08-14 00:00:00+09:00,45.20830154418945,45.41669845581055,44.58330154418945,44.79169845581055,451366,0.0,0.0
2014-08-15 00:00:00+09:00,115.0,118.0,115.0,116.0,31200,0.0,0.0
2014-08-18 00:00:00+09:00,117.0,118.0,116.0,117.0,21100,0.0,0.0
2014-08-19 00:00:00+09:00,118.0,130.0,117.0,119.0,522200,0.0,0.0
2014-08-20 00:00:00+09:00,120.0,120.0,118.0,120.0,41800,0.0,0.0
2014-08-21 00:00:00+09:00,120.0,121.0,117.0,120.0,99500,0.0,0.0
2014-08-22 00:00:00+09:00,120.0,123.0,120.0,121.0,63800,0.0,0.0
2014-08-25 00:00:00+09:00,45.20830154418945,47.08330154418945,43.95830154418945,45.20830154418945,2851003,0.0,0.0
2014-08-26 00:00:00+09:00,45.41669845581055,46.04169845581055,45.0,45.83330154418945,716664,0.0,0.0
2014-08-27 00:00:00+09:00,120.0,122.0,120.0,120.0,26900,0.0,0.0
2014-08-28 00:00:00+09:00,45.83330154418945,46.66669845581055,45.625,46.25,1591470,0.0,0.0
2014-08-29 00:00:00+09:00,120.0,122.0,119.0,120.0,41600,0.0,0.0
2014-09-01 00:00:00+09:00,120.0,122.0,120.0,120.0,21500,0.0,0.0
2014-09-02 00:00:00+09:00,120.0,125.0,120.0,121.0,69500,0.0,0.0
2014-09-03 00:00:00+09:00,44.79169845581055,45.41669845581055,44.79169845581055,45.20830154418945,969500,0.0,0.0
2014-09-04 00:00:00+09:00,123.0,124.0,122.0,122.0,49700,0.0,0.0
2014-09-05 00:00:00+09:00,123.0,124.0,121.0,121.0,35200,0.0,0.0
2014-09-08 00:00:00+09:00,121.0,125.0,119.0,123.0,106500,0.0,0.0
2014-09-09 00:00:00+09:00,122.0,124.0,121.0,123.0,34000,0.0,0.0
2014-09-10 00:00:00+09:00,49.375,49.58330154418945,49.16669845581055,49.16669845581055,505584,0.0,0.0
2014-09-11 00:00:00+09:00,49.16669845581055,49.16669845581055,48.125,48.54169845581055,603188,0.0,0.0
2014-09-12 00:00:00+09:00,123.0,124.0,121.0,121.0,66600,0.0,0.0
2014-09-16 00:00:00+09:00,48.95830154418945,49.16669845581055,47.5,47.70830154418945,1310524,0.0,0.0
2014-09-17 00:00:00+09:00,47.91669845581055,48.95830154418945,47.5,48.75,747374,0.0,0.0
2014-09-18 00:00:00+09:00,48.95830154418945,49.16669845581055,48.125,48.33330154418945,449066,0.0,0.0
2014-09-19 00:00:00+09:00,116.0,116.0,114.0,115.0,29200,0.0,0.0
2014-09-22 00:00:00+09:00,47.70830154418945,47.91669845581055,46.875,47.70830154418945,799302,0.0,0.0
2014-09-24 00:00:00+09:00,47.29169845581055,47.91669845581055,46.66669845581055,47.91669845581055,790978,0.0,0.0
2014-09-25 00:00:00+09:00,47.91669845581055,48.54169845581055,46.66669845581055,48.125,722820,0.0,0.0
2014-09-26 00:00:00+09:00,114.0,115.0,113.0,114.0,10000,0.0,0.0
2014-09-29 00:00:00+09:00,49.16669845581055,49.58330154418945,48.54169845581055,48.95830154418945,341922,0.0,0.0
2014-09-30 00:00:00+09:00,49.16669845581055,50.0,49.16669845581055,49.79169845581055,1353679,0.0,0.0
2014-10-01 00:00:00+09:00,48.95830154418945,49.375,48.33330154418945,48.33330154418945,1174681,0.0,0.0
2014-10-02 00:00:00+09:00,48.33330154418945,49.16669845581055,47.91669845581055,48.75,1346705,0.0,0.0
2014-10-03 00:00:00+09:00,116.0,120.0,116.0,119.0,151800,0.0,0.0
2014-10-06 00:00:00+09:00,48.33330154418945,49.16669845581055,47.91669845581055,48.75,1346705,0.0,0.0
2014-10-07 00:00:00+09:00,48.33330154418945,49.16669845581055,47.91669845581055,48.75,1346705,0.0,0.0
2014-10-08 00:00:00+09:00,48.33330154418945,49.16669845581055,47.91669845581055,48.75,1346705,0.0,0.0
2014-10-09 00:00:00+09:00,48.33330154418945,49.16669845581055,47.91669845581055,48.75,1346705,0.0,0.0
2014-10-10 00:00:00+09:00,125.0,138.0,122.0,129.0,781700,0.0,0.0
2014-10-14 00:00:00+09:00,47.91669845581055,48.125,47.08330154418945,47.70830154418945,615708,0.0,0.0
2014-10-15 00:00:00+09:00,47.29169845581055,47.70830154418945,45.625,46.66669845581055,1252118,0.0,0.0
2014-10-16 00:00:00+09:00,194.0,214.0,155.0,162.0,6026200,0.0,0.0
2014-10-17 00:00:00+09:00,185.0,212.0,182.0,212.0,1754300,0.0,0.0
2014-10-20 00:00:00+09:00,241.0,290.0,215.0,237.0,12975600,0.0,0.0
2014-10-21 00:00:00+09:00,269.0,317.0,262.0,317.0,6502100,0.0,0.0
2014-10-22 00:00:00+09:00,356.0,397.0,347.0,385.0,8762800,0.0,0.0
2014-10-23 00:00:00+09:00,345.0,436.0,330.0,350.0,6492200,0.0,0.0
2014-10-24 00:00:00+09:00,329.0,370.0,270.0,284.0,4479900,0.0,0.0
2014-10-27 00:00:00+09:00,46.04169845581055,46.25,45.0,45.20830154418945,1163566,0.0,0.0
2014-10-28 00:00:00+09:00,269.0,358.0,264.0,321.0,10392300,0.0,0.0
2014-10-29 00:00:00+09:00,45.20830154418945,45.625,45.20830154418945,45.20830154418945,328632,0.0,0.0
2014-10-30 00:00:00+09:00,313.0,329.0,284.0,294.0,1526300,0.0,0.0
2014-10-31 00:00:00+09:00,288.0,290.0,257.0,265.0,1169200,0.0,0.0
2014-11-04 00:00:00+09:00,45.0,45.41669845581055,43.54169845581055,43.54169845581055,1455638,0.0,0.0
2014-11-05 00:00:00+09:00,268.0,307.0,261.0,287.0,1910800,0.0,0.0
2014-11-06 00:00:00+09:00,279.0,337.0,279.0,320.0,3734400,0.0,0.0
2014-11-07 00:00:00+09:00,344.0,384.0,335.0,349.0,4946600,0.0,0.0
2014-11-10 00:00:00+09:00,44.16669845581055,44.79169845581055,43.95830154418945,44.58330154418945,541571,0.0,0.0
2014-11-11 00:00:00+09:00,416.0,418.0,367.0,380.0,3217000,0.0,0.0
2014-11-12 00:00:00+09:00,380.0,381.0,327.0,361.0,2383700,0.0,0.0
2014-11-13 00:00:00+09:00,44.16669845581055,44.79169845581055,44.16669845581055,44.79169845581055,255222,0.0,0.0
2014-11-14 00:00:00+09:00,323.0,342.0,306.0,320.0,1969600,0.0,0.0
2014-11-17 00:00:00+09:00,43.33330154418945,43.33330154418945,41.25,42.5,477782,0.0,0.0
2014-11-18 00:00:00+09:00,41.875,44.375,41.875,44.16669845581055,542718,0.0,0.0
2014-11-19 00:00:00+09:00,314.0,322.0,308.0,309.0,655000,0.0,0.0
2014-11-20 00:00:00+09:00,43.95830154418945,43.95830154418945,43.54169845581055,43.75,67559,0.0,0.0
2014-11-21 00:00:00+09:00,282.0,328.0,275.0,282.0,2665100,0.0,0.0
2014-11-25 00:00:00+09:00,285.0,303.0,285.0,293.0,721000,0.0,0.0
2014-11-26 00:00:00+09:00,285.0,291.0,283.0,286.0,279000,0.0,0.0
2014-11-27 00:00:00+09:00,43.33330154418945,43.33330154418945,41.66669845581055,42.91669845581055,855589,0.0,0.0
2014-11-28 00:00:00+09:00,267.0,277.0,256.0,273.0,476600,0.0,0.0
2014-12-01 00:00:00+09:00,38.75,38.75,38.75,38.75,4031038,0.0,0.0
2014-12-02 00:00:00+09:00,270.0,280.0,263.0,265.0,455800,0.0,0.0
2014-12-03 00:00:00+09:00,39.08330154418945,39.08330154418945,39.08330154418945,39.08330154418945,2233200,0.0,0.0
2014-12-04 00:00:00+09:00,262.0,263.0,238.0,241.0,649300,0.0,0.0
2014-12-05 00:00:00+09:00,246.0,249.0,232.0,240.0,402400,0.0,0.0
2014-12-08 00:00:00+09:00,240.0,242.0,226.0,230.0,378600,0.0,0.0
2014-12-09 00:00:00+09:00,39.66669845581055,39.66669845581055,38.75,39.66669845581055,696283,0.0,0.0
2014-12-10 00:00:00+09:00,227.0,227.0,216.0,223.0,202600,0.0,0.0
2014-12-11 00:00:00+09:00,39.0,39.25,38.16669845581055,38.5,1010387,0.0,0.0
2014-12-12 00:00:00+09:00,227.0,232.0,220.0,223.0,224800,0.0,0.0
2014-12-15 00:00:00+09:00,35.83330154418945,36.0,32.66669845581055,33.16669845581055,1332215,0.0,0.0
2014-12-16 00:00:00+09:00,32.33330154418945,32.33330154418945,29.91670036315918,30.41670036315918,1972238,0.0,0.0
2014-12-17 00:00:00+09:00,199.0,204.0,195.0,196.0,384400,0.0,0.0
2014-12-18 00:00:00+09:00,34.41669845581055,34.41669845581055,33.58330154418945,34.41669845581055,1306148,0.0,0.0
2014-12-19 00:00:00+09:00,230.0,244.0,215.0,220.0,1365100,0.0,0.0
2014-12-22 00:00:00+09:00,37.33330154418945,37.58330154418945,36.08330154418945,37.08330154418945,786487,0.0,0.0
2014-12-24 00:00:00+09:00,36.75,37.83330154418945,36.66669845581055,36.91669845581055,1074077,0.0,0.0
2014-12-25 00:00:00+09:00,36.83330154418945,37.41669845581055,35.91669845581055,36.83330154418945,955030,0.0,0.0
2014-12-26 00:00:00+09:00,241.0,242.0,231.0,241.0,439900,0.0,0.0
2014-12-29 00:00:00+09:00,36.75,37.0,36.16669845581055,36.33330154418945,1952420,0.0,0.0
